instance,alpha,solution,time,gap,lb,nodes,ub
20314,0.2,156.386922,3600.000814,1.0,0.0,285677,156.386922
20315,0.2,83.589951,492.184335,0.0,83.589951,48773,83.589951
20316,0.2,938.197288,1842.991998,0.0,938.197288,845269,938.197288
20317,0.2,918.581794,2239.489342,0.0,918.581794,317378,918.581794
20318,0.2,353.945787,3600.000584,0.122539,310.573655,955704,353.945787
20319,0.2,1145.348059,3600.000445,0.006093,1138.369399,1646092,1145.348059
20320,0.2,939.152808,1544.083328,0.0,939.152808,412638,939.152808
20321,0.2,1291.012073,3600.000397,0.015561,1270.92305,1118758,1291.012073
20322,0.2,1499.154125,3600.001171,0.060388,1408.62301,1091359,1499.154125
20323,0.2,1669.303826,3600.000584,0.011113,1650.753246,724519,1669.303826
20324,0.2,2575.63796,3600.001479,0.106544,2301.219379,917932,2575.63796
20325,0.2,233.108748,196.498099,0.0,233.108748,49018,233.108748
20326,0.2,89.007357,196.404173,0.0,89.007357,49044,89.007357
20327,0.2,224.932795,632.014796,0.0,224.932795,55791,224.932795
20328,0.2,578.628734,3600.000449,0.024668,564.355326,851221,578.628734
20329,0.2,472.15111,3600.000357,0.300475,330.28138,417261,472.15111
20330,0.2,88.0,5.233888,0.0,88.0,1016,88.0
20331,0.2,686.403994,1545.057712,0.0,686.403994,543927,686.403994
20332,0.2,840.614408,3600.002188,0.317929,573.358425,699827,840.614408
20333,0.2,790.706962,707.520317,0.0,790.706961,198654,790.706962
20334,0.2,1068.907002,294.16673,0.0,1068.907002,112472,1068.907002
20335,0.2,1092.392891,3600.000309,0.125098,955.736485,507904,1092.392891
20336,0.2,982.127381,131.729142,0.0,982.127381,48846,982.127381
20337,0.2,560.047079,3600.000374,0.244968,422.853704,461003,560.047079
20338,0.2,499.63421,2271.108783,0.0,499.63421,613116,499.63421
20339,0.2,487.451725,2380.482802,0.0,487.451725,1495709,487.451725
20340,0.2,231.02708,3600.000783,0.322425,156.538207,685923,231.02708
20341,0.2,540.545212,77.258786,0.0,540.545212,12396,540.545212
20342,0.2,0.583372,30.207696,0.0,0.583372,3590,0.583372
20343,0.2,706.302451,3600.000617,0.226829,546.09259,617518,706.302451
20344,0.2,1230.839932,3600.002782,0.113725,1090.863208,579706,1230.839932
20345,0.2,1233.8575,3600.003513,0.004499,1228.306302,559484,1233.8575
20346,0.2,1495.200036,3600.001206,0.075704,1382.007784,646527,1495.200036
20347,0.2,1031.907531,2753.518016,0.0,1031.907531,405421,1031.907531
20348,0.2,1890.087051,3600.002186,0.139026,1627.315193,274871,1890.087051
20349,0.2,565.879659,3573.341286,0.0,565.879659,229548,565.879659
20350,0.2,391.008769,3600.003396,0.526786,185.030654,230092,391.008769
20351,0.2,564.960872,3600.00215,0.473848,297.255568,387129,564.960872
20352,0.2,432.343457,585.213912,0.0,432.343457,84643,432.343457
20353,0.2,226.857712,40.264782,0.0,226.857712,2110,226.857712
20354,0.2,0.0,26.244159,0.0,0.0,1636,0.0
20355,0.2,1549.221461,3600.008516,0.212417,1220.140005,825066,1549.221461
20356,0.2,1549.797582,2950.233115,0.0,1549.797582,324020,1549.797582
20357,0.2,1207.440321,3567.162922,0.0,1207.440321,635054,1207.440321
20358,0.2,572.09307,1136.61104,0.0,572.09307,171709,572.09307
20359,0.2,642.101465,3600.000423,0.592168,261.869522,260231,642.101465
20360,0.2,1237.55971,3600.001381,0.283691,886.475298,352017,1237.55971
20531,0.0,36.0,3600.001841,1.0,0.0,978650,36.0
20532,0.0,174.0,44.445588,0.0,174.0,11514,174.0
20533,0.0,227.0,55.163435,0.0,227.0,11012,227.0
20534,0.0,286.0,748.570785,0.0,286.0,198571,286.0
20535,0.0,918.0,3600.001084,0.566449,398.0,975358,918.0
20464,0.1,793.468656,3600.001335,0.593339,322.672653,215635,793.468656
20541,0.0,0.0,76.755052,0.0,0.0,11137,0.0
20542,0.0,0.0,1549.648547,0.0,0.0,233614,0.0
20543,0.0,0.0,16.646651,0.0,0.0,2657,0.0
20544,0.0,122.0,199.431172,0.0,122.0,75366,122.0
20545,0.0,245.0,261.555825,0.0,245.0,68594,245.0
20546,0.0,569.0,3600.000479,0.231986,437.0,1170758,569.0
20547,0.0,275.0,3600.000578,0.210909,217.0,1626688,275.0
20548,0.0,932.0,3600.000376,0.523324,444.262383,1518613,932.0
20549,0.0,673.0,3600.005594,0.330759,450.398946,1701681,673.0
20550,0.0,1761.0,3600.004513,0.174901,1453.0,1750924,1761.0
20551,0.0,710.0,302.8498,0.0,710.0,126132,710.0
20552,0.0,1635.0,3600.00643,0.089923,1487.975842,1842579,1635.0
20553,0.0,0.0,17.366108,0.0,0.0,3562,0.0
20554,0.0,0.0,731.877245,0.0,0.0,189818,0.0
20555,0.0,280.0,3600.004876,0.326801,188.495726,1856129,280.0
20556,0.0,150.0,167.437751,0.0,150.0,36320,150.0
20557,0.0,450.0,3600.000548,0.05009,427.459459,688422,450.0
20558,0.0,203.0,11.013927,0.0,203.0,960,203.0
20559,0.0,780.0,3600.000895,0.645986,276.130908,1701383,780.0
20560,0.0,893.0,3600.001407,0.451288,490.0,884876,893.0
20561,0.0,758.0,3600.001049,0.118734,668.0,1207545,758.0
20562,0.0,1251.0,3600.001288,0.188998,1014.563379,852282,1251.0
20563,0.0,879.0,3600.001654,0.509374,431.259956,1410524,879.0
20564,0.0,1355.0,3600.000539,0.212082,1067.628346,1120453,1355.0
20565,0.0,26.0,3600.000905,0.192308,21.0,602477,26.0
20566,0.0,97.0,3600.001065,0.804124,19.0,957153,97.0
20567,0.0,0.0,1088.688668,0.0,0.0,404931,0.0
20568,0.0,458.0,1147.370892,0.0,458.0,380234,458.0
20569,0.0,820.0,2236.519682,0.0,820.0,580279,820.0
20570,0.0,629.0,3600.001965,0.031797,609.0,1051618,629.0
20571,0.0,704.0,3600.003962,0.547158,318.800892,943935,704.0
20572,0.0,1441.0,3600.000632,0.268563,1054.0,1093454,1441.0
20573,0.0,1164.0,3600.002993,0.175882,959.273266,613682,1164.0
20574,0.0,476.0,2740.596209,0.0,476.0,341676,476.0
20575,0.0,1123.0,3600.001369,0.034728,1084.0,512382,1123.0
20576,0.0,818.0,3600.002311,0.263427,602.516627,1941086,818.0
20001,0.1,119.376024,0.078625,0.0,119.376024,188,119.376024
20002,0.1,93.21532,0.031909,0.0,93.21532,20,93.21532
20003,0.1,105.97323,0.139929,0.0,105.97323,328,105.97323
20004,0.1,0.0,0.029034,0.0,0.0,0,0.0
20005,0.1,0.0,0.016522,0.0,0.0,0,0.0
20006,0.1,135.158032,0.042796,0.0,135.158032,0,135.158032
20007,0.1,422.793107,0.111535,0.0,422.793107,164,422.793107
20008,0.1,288.144201,0.192196,0.0,288.144201,734,288.144201
20009,0.1,179.29182,0.176897,0.0,179.29182,467,179.29182
20010,0.1,491.522083,0.092764,0.0,491.522083,29,491.522083
20011,0.1,515.146254,0.082084,0.0,515.146254,69,515.146254
20012,0.1,334.4165,0.115467,0.0,334.4165,231,334.4165
20013,0.1,72.0,0.063526,0.0,72.0,0,72.0
20014,0.1,39.09794,0.215094,0.0,39.09794,821,39.09794
20015,0.1,37.183251,0.075979,0.0,37.183251,30,37.183251
20016,0.1,178.491916,0.073294,0.0,178.491916,13,178.491916
20017,0.1,120.0,0.062282,0.0,120.0,30,120.0
20018,0.1,231.588413,0.181618,0.0,231.588413,639,231.588413
20019,0.1,322.130479,0.073443,0.0,322.130479,29,322.130479
20020,0.1,130.909202,0.089939,0.0,130.909202,121,130.909202
20021,0.1,267.576803,0.078413,0.0,267.576803,133,267.576803
20022,0.1,347.67844,0.069561,0.0,347.67844,47,347.67844
20023,0.1,42.301579,0.066609,0.0,42.301579,0,42.301579
20024,0.1,303.039914,0.096659,0.0,303.039914,40,303.039914
20025,0.1,66.291922,0.025538,0.0,66.291922,0,66.291922
20026,0.1,54.350712,0.166808,0.0,54.350712,436,54.350712
20027,0.1,224.177235,0.137351,0.0,224.177235,220,224.177235
20028,0.1,189.0,0.013021,0.0,189.0,0,189.0
20029,0.1,90.0,0.052433,0.0,90.0,0,90.0
20030,0.1,73.0,0.041418,0.0,73.0,10,73.0
20031,0.1,490.35207,0.128468,0.0,490.35207,185,490.35207
20032,0.1,375.651267,0.125765,0.0,375.651267,259,375.651267
20033,0.1,220.044573,0.111836,0.0,220.044573,223,220.044573
20034,0.1,69.306408,0.047536,0.0,69.306408,0,69.306408
20035,0.1,937.363333,0.141795,0.0,937.363333,453,937.363333
20036,0.1,295.82114,0.070249,0.0,295.82114,75,295.82114
20037,0.1,58.048631,0.088627,0.0,58.048631,181,58.048631
20038,0.1,18.013037,0.124017,0.0,18.013037,311,18.013037
20039,0.1,3.216706,0.184303,0.0,3.216706,605,3.216706
20040,0.1,158.651467,0.070013,0.0,158.651467,47,158.651467
20041,0.1,190.521728,0.034682,0.0,190.521728,0,190.521728
20042,0.1,146.323899,0.162417,0.0,146.323899,381,146.323899
20043,0.1,369.349648,0.042216,0.0,369.349648,22,369.349648
20044,0.1,172.449944,0.319175,0.0,172.449944,907,172.449944
20045,0.1,89.92061,0.082006,0.0,89.92061,47,89.92061
20046,0.1,491.818479,0.210963,0.0,491.818479,674,491.818479
20047,0.1,350.787745,0.136901,0.0,350.787745,417,350.787745
20048,0.1,592.746706,0.046332,0.0,592.746706,53,592.746706
20049,0.1,20.0,0.045006,0.0,20.0,26,20.0
20050,0.1,95.251197,0.189077,0.0,95.251197,765,95.251197
20051,0.1,112.008575,0.375053,0.0,112.008575,751,112.008575
20052,0.1,55.588673,0.031979,0.0,55.588673,0,55.588673
20053,0.1,113.182063,0.06797,0.0,113.182063,27,113.182063
20054,0.1,180.368524,0.05745,0.0,180.368524,0,180.368524
20055,0.1,244.617644,0.164703,0.0,244.617644,448,244.617644
20056,0.1,465.379302,0.11231,0.0,465.379302,182,465.379302
20057,0.1,292.749741,0.098561,0.0,292.749741,147,292.749741
20058,0.1,479.012692,0.058937,0.0,479.012692,19,479.012692
20059,0.1,160.0,0.025299,0.0,160.0,0,160.0
20060,0.1,655.593502,0.139626,0.0,655.593502,395,655.593502
20061,0.1,83.236198,0.149763,0.0,83.236198,440,83.236198
20062,0.1,15.794337,0.223068,0.0,15.794337,653,15.794337
20063,0.1,72.0,0.053498,0.0,72.0,39,72.0
20064,0.1,171.438564,0.091505,0.0,171.438564,120,171.438564
20065,0.1,281.782998,0.057467,0.0,281.782998,21,281.782998
20066,0.1,345.627655,0.16405,0.0,345.627655,365,345.627655
20067,0.1,440.546525,0.113537,0.0,440.546525,172,440.546525
20068,0.1,301.443763,0.151733,0.0,301.443763,411,301.443763
20069,0.1,434.527211,0.170483,0.0,434.527211,519,434.527211
20070,0.1,126.0,0.020855,0.0,126.0,0,126.0
20071,0.1,376.135244,0.071209,0.0,376.135244,0,376.135244
20072,0.1,521.756523,0.083893,0.0,521.756523,13,521.756523
20505,0.1,127.647791,3600.002781,0.952996,6.0,278425,127.647791
20506,0.1,50.259381,3600.001704,1.0,0.0,206378,50.259381
20507,0.1,123.156879,3600.002405,0.683331,39.0,163742,123.156879
20508,0.1,683.647764,3600.00186,0.297575,480.211065,214250,683.647764
20509,0.1,635.731288,3600.000738,0.00855,630.295748,270801,635.731288
20510,0.1,413.551702,3600.001297,0.218281,323.281397,288293,413.551702
20511,0.1,1271.158744,3600.003652,0.468347,675.815252,635096,1271.158744
20512,0.1,697.873034,3600.001935,0.500159,348.825447,169772,697.873034
20513,0.1,892.683042,3600.004584,0.361339,570.12215,219896,892.683042
20514,0.1,945.349488,3600.003015,0.308404,653.800321,222324,945.349488
20515,0.1,586.035339,1840.800384,0.0,586.035339,250631,586.035339
20516,0.1,1095.806106,3600.000411,0.263473,807.090942,186141,1095.806106
20517,0.1,284.78182,3600.00234,1.0,0.0,285323,284.78182
20518,0.1,48.490006,3600.00055,0.833338,8.08143,166280,48.490006
20519,0.1,331.358491,3600.000381,0.956602,14.380459,218535,331.358491
20520,0.1,197.355422,30.59393,0.0,197.355422,1174,197.355422
20521,0.1,761.970006,3600.003703,0.301541,532.205006,379538,761.970006
20522,0.1,258.204734,197.22624,0.0,258.204734,12014,258.204734
20523,0.1,1305.831092,3600.003401,0.410376,769.9491,294776,1305.831092
20524,0.1,916.525474,3600.00311,0.583473,381.757502,276910,916.525474
20525,0.1,1081.45035,3600.002751,0.442844,602.536474,224120,1081.45035
20526,0.1,440.593448,3600.002728,0.077632,406.389467,387023,440.593448
20527,0.1,492.366876,3600.004965,0.433671,278.841808,183802,492.366876
20528,0.1,1037.04107,3600.000761,0.381513,641.396238,294582,1037.04107
20529,0.1,629.819383,3600.003239,0.878413,76.578125,151960,629.819383
20530,0.1,404.368058,3600.00064,0.744715,103.228904,219922,404.368058
20531,0.1,180.850486,3600.001794,0.979391,3.727193,96967,180.850486
20532,0.1,174.0,127.121146,0.0,174.0,10656,174.0
20533,0.1,229.870939,183.334339,0.0,229.870939,6024,229.870939
20534,0.1,365.948355,3600.002272,0.209745,289.192362,240385,365.948355
20535,0.1,1017.715686,3600.003595,0.576014,431.496941,614594,1017.715686
20536,0.1,1761.241963,3600.000848,0.247649,1325.072118,506760,1761.241963
20537,0.1,2153.668128,3600.000409,0.57902,906.650888,395634,2153.668128
20538,0.1,2077.11519,3600.001067,0.559421,915.132456,393214,2077.11519
20539,0.1,993.856447,3600.003207,0.541377,455.804947,261368,993.856447
20540,0.1,1520.058574,3600.000513,0.332629,1014.443128,253274,1520.058574
20541,0.1,0.0,220.613653,0.0,0.0,18664,0.0
20542,0.1,72.802536,3600.001867,1.0,0.0,140590,72.802536
20543,0.1,11.104971,1607.173581,0.0,11.104971,84177,11.104971
20544,0.1,181.255801,3600.001517,0.226089,140.27582,137948,181.255801
20545,0.1,385.467042,3600.003487,0.697925,116.440008,244116,385.467042
20546,0.1,643.019469,3600.003304,0.351989,416.683418,301160,643.019469
20547,0.1,531.703439,3600.001735,0.706473,156.06943,214349,531.703439
20548,0.1,1153.000783,3600.002875,0.650653,402.797055,229724,1153.000783
20549,0.1,708.470736,3600.004402,0.350585,460.09149,245792,708.470736
20550,0.1,1887.597745,3600.001094,0.183474,1541.272555,572856,1887.597745
20551,0.1,821.614541,3600.000929,0.069168,764.784807,219955,821.614541
20552,0.1,1703.562888,3600.004039,0.09894,1535.012163,257630,1703.562888
20553,0.1,0.0,398.666097,0.0,0.0,36729,0.0
20554,0.1,99.049245,3600.000367,1.0,0.0,199543,99.049245
20555,0.1,437.730066,3600.000329,0.865241,58.987854,242408,437.730066
20556,0.1,210.878239,3600.002099,0.062384,197.722774,363873,210.878239
20557,0.1,743.500488,3600.000776,0.487733,380.870814,322457,743.500488
20558,0.1,206.802531,31.641365,0.0,206.802531,820,206.802531
20559,0.1,916.68184,3600.003522,0.660328,311.371458,370884,916.68184
20560,0.1,1292.432342,3600.003029,0.613805,499.130877,521200,1292.432342
20561,0.1,886.419955,3600.006679,0.368424,559.84117,538494,886.419955
20562,0.1,1520.751365,3600.003539,0.314276,1042.814951,342840,1520.751365
20563,0.1,1095.121545,3600.003589,0.595391,443.096151,273588,1095.121545
20501,0.0,1018.0,3600.005061,0.506017,502.874621,1040127,1018.0
20502,0.0,1245.0,3600.001062,0.258635,923.0,744589,1245.0
20503,0.0,1411.0,3600.010064,0.091425,1282.0,612755,1411.0
20504,0.0,828.0,3600.002576,0.225242,641.5,359292,828.0
20505,0.0,30.0,1682.889893,0.0,30.0,356304,30.0
20506,0.0,0.0,646.072732,0.0,0.0,85941,0.0
20507,0.0,57.0,737.730847,0.0,57.0,58666,57.0
20508,0.0,565.0,3600.000697,0.104425,506.0,409713,565.0
20509,0.0,584.0,2523.418425,0.0,584.0,238080,584.0
20510,0.0,375.0,3600.006613,0.165333,313.0,246407,375.0
20511,0.0,985.0,3600.002551,0.344545,645.622918,949482,985.0
20512,0.0,541.0,3465.667481,0.0,541.0,358624,541.0
20513,0.0,708.0,3600.001722,0.15658,597.141463,767078,708.0
20514,0.0,750.0,3600.002459,0.049333,713.0,936769,750.0
20515,0.0,512.0,3027.89502,0.0,512.0,1275233,512.0
20516,0.0,978.0,3600.000425,0.201973,780.470725,1244810,978.0
20517,0.0,87.0,3600.005347,0.954023,4.0,1197537,87.0
20518,0.0,6.0,306.849691,0.0,6.0,66547,6.0
20519,0.0,74.0,3600.001973,0.187387,60.133333,1374651,74.0
20520,0.0,186.0,230.120704,0.0,186.0,59587,186.0
20463,0.1,1390.444079,3600.000327,0.818808,251.93684,319037,1390.444079
